Season,Round,Venue,Date,Home,GHome,GAway,Away,Winner
2019,Regular Season,Avaya Stadium,2019-09-29,San Jose,0,1,Seattle,Seattle
2019,Regular Season,Exploria Stadium,2019-10-06,Orlando City,2,5,Chicago Fire,Chicago Fire
2019,Regular Season,Audi Field,2019-10-06,D.C. United,0,0,FC Cincinnati,
2019,Regular Season,Banc of California Stadium,2019-10-06,Los Angeles FC,3,1,Colorado Rapids,Los Angeles FC
2019,Regular Season,Subaru Park,2019-10-06,Philadelphia,1,2,NYCFC,NYCFC
2019,Regular Season,BMO Field,2019-10-06,Toronto FC,1,0,Columbus Crew,Toronto FC
2019,Regular Season,Mercedes-Benz Stadium,2019-10-06,Atlanta Utd,3,1,New England,Atlanta Utd
2019,Regular Season,BBVA Compass Stadium,2019-10-06,Houston Dynamo,4,2,LA Galaxy,Houston Dynamo
2019,Regular Season,Saputo Stadium,2019-10-06,Montreal Impact,3,0,NY Red Bulls,Montreal Impact
2019,Regular Season,CenturyLink Field,2019-10-06,Seattle,1,0,Minnesota Utd,Seattle
2019,Regular Season,BC Place,2019-10-06,Vancouver,0,1,Real Salt Lake,Real Salt Lake
2019,Regular Season,Providence Park,2019-10-06,Portland Timbers,3,1,San Jose,Portland Timbers
2019,Regular Season,Toyota Stadium,2019-10-06,FC Dallas,6,0,Sporting KC,FC Dallas
2019,Round 1,CenturyLink Field,2019-10-19,Seattle,4,3,FC Dallas,Seattle
2019,Round 1,Rio Tinto Stadium,2019-10-19,Real Salt Lake,2,1,Portland Timbers,Real Salt Lake
2019,Round 1,BMO Field,2019-10-19,Toronto FC,5,1,D.C. United,Toronto FC
2019,Round 1,Mercedes-Benz Stadium,2019-10-19,Atlanta Utd,1,0,New England,Atlanta Utd
2019,Round 1,Subaru Park,2019-10-20,Philadelphia,4,3,NY Red Bulls,Philadelphia
2019,Round 1,Allianz Field,2019-10-20,Minnesota Utd,1,2,LA Galaxy,LA Galaxy
2019,Conference Semifinals,Citi Field,2019-10-23,NYCFC,1,2,Toronto FC,Toronto FC
2019,Conference Semifinals,CenturyLink Field,2019-10-23,Seattle,2,0,Real Salt Lake,Seattle
2019,Conference Semifinals,Mercedes-Benz Stadium,2019-10-24,Atlanta Utd,2,0,Philadelphia,Atlanta Utd
2019,Conference Semifinals,Banc of California Stadium,2019-10-24,Los Angeles FC,5,3,LA Galaxy,Los Angeles FC
2019,Conference Finals,Banc of California Stadium,2019-10-29,Los Angeles FC,1,3,Seattle,Seattle
2019,Conference Finals,Mercedes-Benz Stadium,2019-10-30,Atlanta Utd,1,2,Toronto FC,Toronto FC
2019,MLS Cup 2019,CenturyLink Field,2019-11-10,Seattle,3,1,Toronto FC,Seattle
2020,Regular Season,Exploria Stadium,2020-02-29,Orlando City,0,0,Real Salt Lake,
2020,Regular Season,BBVA Compass Stadium,2020-02-29,Houston Dynamo,1,1,LA Galaxy,
2020,Regular Season,Avaya Stadium,2020-02-29,San Jose,2,2,Toronto FC,
2020,Regular Season,Nissan Stadium,2020-02-29,Nashville,1,2,Atlanta Utd,Atlanta Utd
2020,Regular Season,Audi Field,2020-02-29,D.C. United,1,2,Colorado Rapids,Colorado Rapids
2020,Regular Season,Olympic Stadium,2020-02-29,Montreal Impact,2,1,New England,Montreal Impact
2020,Regular Season,BC Place,2020-02-29,Vancouver,1,3,Sporting KC,Sporting KC
2020,Regular Season,Toyota Stadium,2020-02-29,FC Dallas,2,0,Philadelphia,FC Dallas
2020,Regular Season,CenturyLink Field,2020-03-01,Seattle,2,1,Chicago Fire,Seattle
2020,Regular Season,Banc of California Stadium,2020-03-01,Los Angeles FC,1,0,Inter Miami,Los Angeles FC
2020,Regular Season,Providence Park,2020-03-01,Portland Timbers,1,3,Minnesota Utd,Minnesota Utd
2020,Regular Season,MAPFRE Stadium,2020-03-01,Columbus Crew,1,0,NYCFC,Columbus Crew
2020,Regular Season,Red Bull Arena,2020-03-01,NY Red Bulls,3,2,FC Cincinnati,NY Red Bulls
2020,Regular Season,CenturyLink Field,2020-03-07,Seattle,1,1,Columbus Crew,
2020,Regular Season,Children's Mercy Park,2020-03-07,Sporting KC,4,0,Houston Dynamo,Sporting KC
2020,Regular Season,Mercedes-Benz Stadium,2020-03-07,Atlanta Utd,2,1,FC Cincinnati,Atlanta Utd
2020,Regular Season,Audi Field,2020-03-07,D.C. United,2,1,Inter Miami,D.C. United
2020,Regular Season,BMO Field,2020-03-07,Toronto FC,1,0,NYCFC,Toronto FC
2020,Regular Season,Gillette Stadium,2020-03-07,New England,1,1,Chicago Fire,
2020,Regular Season,Avaya Stadium,2020-03-07,San Jose,2,5,Minnesota Utd,Minnesota Utd
2020,Regular Season,Rio Tinto Stadium,2020-03-07,Real Salt Lake,1,1,NY Red Bulls,
2020,Regular Season,Dick's Sporting Goods Park,2020-03-07,Colorado Rapids,2,1,Orlando City,Colorado Rapids
2020,Regular Season,Dignity Health Sports Park,2020-03-07,LA Galaxy,0,1,Vancouver,Vancouver
2020,Regular Season,Toyota Stadium,2020-03-07,FC Dallas,2,2,Montreal Impact,
2020,Regular Season,Providence Park,2020-03-08,Portland Timbers,1,0,Nashville,Portland Timbers
2020,Regular Season,Banc of California Stadium,2020-03-08,Los Angeles FC,3,3,Philadelphia,
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-08,Orlando City,2,1,Inter Miami,Orlando City
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-09,Montreal Impact,0,1,New England,New England
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-09,NYCFC,0,1,Philadelphia,Philadelphia
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-10,Seattle,0,0,San Jose,
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-11,Atlanta Utd,0,1,NY Red Bulls,NY Red Bulls
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-11,FC Cincinnati,0,4,Columbus Crew,Columbus Crew
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-12,Real Salt Lake,2,0,Colorado Rapids,Real Salt Lake
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-12,Sporting KC,1,2,Minnesota Utd,Minnesota Utd
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-13,LA Galaxy,1,2,Portland Timbers,Portland Timbers
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-13,Los Angeles FC,3,3,Houston Dynamo,
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-13,Toronto FC,2,2,D.C. United,
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-14,NYCFC,1,3,Orlando City,Orlando City
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-14,Chicago Fire,2,1,Seattle,Chicago Fire
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-14,Philadelphia,2,1,Inter Miami,Philadelphia
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-15,Vancouver,3,4,San Jose,San Jose
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-16,Columbus Crew,2,0,NY Red Bulls,Columbus Crew
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-16,Montreal Impact,3,4,Toronto FC,Toronto FC
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-16,Atlanta Utd,0,1,FC Cincinnati,FC Cincinnati
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-17,Real Salt Lake,0,0,Minnesota Utd,
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-17,D.C. United,1,1,New England,
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-17,Sporting KC,3,2,Colorado Rapids,Sporting KC
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-18,Portland Timbers,2,1,Houston Dynamo,Portland Timbers
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-18,Los Angeles FC,6,2,LA Galaxy,Los Angeles FC
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-19,Seattle,3,0,Vancouver,Seattle
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-19,Chicago Fire,0,2,San Jose,San Jose
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-20,Inter Miami,0,1,NYCFC,NYCFC
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-20,Philadelphia,1,1,Orlando City,
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-21,Atlanta Utd,0,1,Columbus Crew,Columbus Crew
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-21,Montreal Impact,1,0,D.C. United,Montreal Impact
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-21,Toronto FC,0,0,New England,
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-22,Colorado Rapids,2,2,Minnesota Utd,
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-22,FC Cincinnati,2,0,NY Red Bulls,FC Cincinnati
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-22,Real Salt Lake,0,2,Sporting KC,Sporting KC
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-23,Chicago Fire,0,2,Vancouver,Vancouver
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-23,Los Angeles FC,2,2,Portland Timbers,
2020,Group Stage,ESPN Wide World of Sports Complex,2020-07-23,LA Galaxy,1,1,Houston Dynamo,
2020,Round of 16,ESPN Wide World of Sports Complex,2020-07-25,Orlando City,1,0,Montreal Impact,Orlando City
2020,Round of 16,ESPN Wide World of Sports Complex,2020-07-25,Philadelphia,1,0,New England,Philadelphia
2020,Round of 16,ESPN Wide World of Sports Complex,2020-07-26,Sporting KC,0,0,Vancouver,Sporting KC
2020,Round of 16,ESPN Wide World of Sports Complex,2020-07-26,Toronto FC,1,3,NYCFC,NYCFC
2020,Round of 16,ESPN Wide World of Sports Complex,2020-07-27,Seattle,1,4,Los Angeles FC,Los Angeles FC
2020,Round of 16,ESPN Wide World of Sports Complex,2020-07-27,San Jose,5,2,Real Salt Lake,San Jose
2020,Round of 16,ESPN Wide World of Sports Complex,2020-07-28,Portland Timbers,1,1,FC Cincinnati,Portland Timbers
2020,Round of 16,ESPN Wide World of Sports Complex,2020-07-28,Columbus Crew,1,1,Minnesota Utd,Minnesota Utd
2020,Quarterfinals,ESPN Wide World of Sports Complex,2020-07-30,Philadelphia,3,1,Sporting KC,Philadelphia
2020,Quarterfinals,ESPN Wide World of Sports Complex,2020-07-31,Orlando City,1,1,Los Angeles FC,Orlando City
2020,Quarterfinals,ESPN Wide World of Sports Complex,2020-08-01,San Jose,1,4,Minnesota Utd,Minnesota Utd
2020,Quarterfinals,ESPN Wide World of Sports Complex,2020-08-01,NYCFC,1,3,Portland Timbers,Portland Timbers
2020,Semifinals,ESPN Wide World of Sports Complex,2020-08-05,Philadelphia,1,2,Portland Timbers,Portland Timbers
2020,Semifinals,ESPN Wide World of Sports Complex,2020-08-06,Orlando City,3,1,Minnesota Utd,Orlando City
2020,Final,ESPN Wide World of Sports Complex,2020-08-11,Portland Timbers,2,1,Orlando City,Portland Timbers
2020,Regular Season,Toyota Stadium,2020-08-12,FC Dallas,0,1,Nashville,Nashville
2020,Regular Season,Toyota Stadium,2020-08-16,FC Dallas,0,0,Nashville,
2020,Regular Season,BMO Field,2020-08-18,Toronto FC,3,0,Vancouver,Toronto FC
2020,Regular Season,Red Bull Arena,2020-08-20,NY Red Bulls,1,0,NYCFC,NY Red Bulls
2020,Regular Season,Gillette Stadium,2020-08-20,New England,0,0,Philadelphia,
2020,Regular Season,MAPFRE Stadium,2020-08-20,Columbus Crew,3,0,Chicago Fire,Columbus Crew
2020,Regular Season,BMO Field,2020-08-21,Toronto FC,1,0,Vancouver,Toronto FC
2020,Regular Season,Allianz Field,2020-08-21,Minnesota Utd,1,2,Sporting KC,Sporting KC
2020,Regular Season,BBVA Compass Stadium,2020-08-21,Houston Dynamo,0,0,FC Dallas,
2020,Regular Season,Nippert Stadium,2020-08-21,FC Cincinnati,0,0,D.C. United,
2020,Regular Season,Dick's Sporting Goods Park,2020-08-22,Colorado Rapids,1,4,Real Salt Lake,Real Salt Lake
2020,Regular Season,Lockhart Stadium,2020-08-22,Inter Miami,3,2,Orlando City,Inter Miami
2020,Regular Season,Banc of California Stadium,2020-08-22,Los Angeles FC,0,2,LA Galaxy,LA Galaxy
2020,Regular Season,Mercedes-Benz Stadium,2020-08-22,Atlanta Utd,2,0,Nashville,Atlanta Utd
2020,Regular Season,Providence Park,2020-08-23,Portland Timbers,0,3,Seattle,Seattle
2020,Regular Season,Red Bull Arena,2020-08-24,NYCFC,1,0,Columbus Crew,NYCFC
2020,Regular Season,Subaru Park,2020-08-25,Philadelphia,1,0,NY Red Bulls,Philadelphia
2020,Regular Season,Audi Field,2020-08-25,D.C. United,1,2,New England,New England
2020,Regular Season,Soldier Field,2020-08-25,Chicago Fire,3,0,FC Cincinnati,Chicago Fire
2020,Regular Season,Children's Mercy Park,2020-08-25,Sporting KC,2,5,Houston Dynamo,Houston Dynamo
2020,Regular Season,Saputo Stadium,2020-08-25,Montreal Impact,2,0,Vancouver,Montreal Impact
2020,Regular Season,Exploria Stadium,2020-08-26,Orlando City,3,1,Nashville,Orlando City
2020,Regular Season,Saputo Stadium,2020-08-28,Montreal Impact,0,1,Toronto FC,Toronto FC
2020,Regular Season,Red Bull Arena,2020-08-29,NYCFC,3,1,Chicago Fire,NYCFC
2020,Regular Season,Dick's Sporting Goods Park,2020-08-29,Colorado Rapids,1,1,Sporting KC,
2020,Regular Season,Nippert Stadium,2020-08-29,FC Cincinnati,0,0,Columbus Crew,
2020,Regular Season,Subaru Park,2020-08-29,Philadelphia,4,1,D.C. United,Philadelphia
2020,Regular Season,Mercedes-Benz Stadium,2020-08-29,Atlanta Utd,1,3,Orlando City,Orlando City
2020,Regular Season,Gillette Stadium,2020-08-29,New England,1,1,NY Red Bulls,
2020,Regular Season,Providence Park,2020-08-29,Portland Timbers,4,4,Real Salt Lake,
2020,Regular Season,Dignity Health Sports Park,2020-08-29,LA Galaxy,3,2,San Jose,LA Galaxy
2020,Regular Season,Toyota Stadium,2020-08-29,FC Dallas,3,1,Minnesota Utd,FC Dallas
2020,Regular Season,CenturyLink Field,2020-08-30,Seattle,3,1,Los Angeles FC,Seattle
2020,Regular Season,Nissan Stadium,2020-08-30,Nashville,1,0,Inter Miami,Nashville
2020,Regular Season,BMO Field,2020-09-01,Toronto FC,0,1,Montreal Impact,Montreal Impact
2020,Regular Season,Banc of California Stadium,2020-09-02,Los Angeles FC,5,1,San Jose,Los Angeles FC
2020,Regular Season,Nippert Stadium,2020-09-02,FC Cincinnati,0,0,Chicago Fire,
2020,Regular Season,Red Bull Arena,2020-09-02,NY Red Bulls,0,1,D.C. United,D.C. United
2020,Regular Season,Gillette Stadium,2020-09-02,New England,0,2,NYCFC,NYCFC
2020,Regular Season,MAPFRE Stadium,2020-09-02,Columbus Crew,1,0,Philadelphia,Columbus Crew
2020,Regular Season,Rio Tinto Stadium,2020-09-02,Real Salt Lake,2,2,Seattle,
2020,Regular Season,BBVA Compass Stadium,2020-09-02,Houston Dynamo,3,0,Minnesota Utd,Houston Dynamo
2020,Regular Season,Mercedes-Benz Stadium,2020-09-02,Atlanta Utd,0,0,Inter Miami,
2020,Regular Season,Children's Mercy Park,2020-09-02,Sporting KC,1,1,FC Dallas,
2020,Regular Season,Providence Park,2020-09-02,Portland Timbers,2,3,LA Galaxy,LA Galaxy
2020,Regular Season,Nissan Stadium,2020-09-02,Nashville,1,1,Orlando City,
2020,Regular Season,Exploria Stadium,2020-09-05,Orlando City,1,1,Atlanta Utd,
2020,Regular Season,BC Place,2020-09-05,Vancouver,3,2,Toronto FC,Vancouver
2020,Regular Season,Avaya Stadium,2020-09-05,San Jose,1,1,Colorado Rapids,
2020,Regular Season,BBVA Compass Stadium,2020-09-05,Houston Dynamo,2,1,Sporting KC,Houston Dynamo
2020,Regular Season,MAPFRE Stadium,2020-09-06,Columbus Crew,3,0,FC Cincinnati,Columbus Crew
2020,Regular Season,CenturyLink Field,2020-09-06,Seattle,1,2,Portland Timbers,Portland Timbers
2020,Regular Season,Soldier Field,2020-09-06,Chicago Fire,1,2,New England,New England
2020,Regular Season,Lockhart Stadium,2020-09-06,Inter Miami,0,0,Nashville,
2020,Regular Season,Allianz Field,2020-09-06,Minnesota Utd,4,0,Real Salt Lake,Minnesota Utd
2020,Regular Season,Audi Field,2020-09-06,D.C. United,0,0,NYCFC,
2020,Regular Season,Red Bull Arena,2020-09-06,NY Red Bulls,0,3,Philadelphia,Philadelphia
2020,Regular Season,Dignity Health Sports Park,2020-09-06,LA Galaxy,3,0,Los Angeles FC,LA Galaxy
2020,Regular Season,Saputo Stadium,2020-09-09,Montreal Impact,1,2,Toronto FC,Toronto FC
2020,Regular Season,Rio Tinto Stadium,2020-09-09,Real Salt Lake,3,0,Los Angeles FC,Real Salt Lake
2020,Regular Season,Allianz Field,2020-09-09,Minnesota Utd,3,2,FC Dallas,Minnesota Utd
2020,Regular Season,Lockhart Stadium,2020-09-09,Inter Miami,2,1,Atlanta Utd,Inter Miami
2020,Regular Season,Dick's Sporting Goods Park,2020-09-09,Colorado Rapids,1,1,Houston Dynamo,
2020,Regular Season,CenturyLink Field,2020-09-10,Seattle,7,1,San Jose,Seattle
2020,Regular Season,Nissan Stadium,2020-09-12,Nashville,4,2,Atlanta Utd,Nashville
2020,Regular Season,Soldier Field,2020-09-12,Chicago Fire,2,2,Columbus Crew,
2020,Regular Season,Exploria Stadium,2020-09-12,Orlando City,2,1,Inter Miami,Orlando City
2020,Regular Season,Audi Field,2020-09-12,D.C. United,0,2,NY Red Bulls,NY Red Bulls
2020,Regular Season,Rio Tinto Stadium,2020-09-12,Real Salt Lake,0,5,Colorado Rapids,Colorado Rapids
2020,Regular Season,Red Bull Arena,2020-09-12,NYCFC,2,1,FC Cincinnati,NYCFC
2020,Regular Season,Toyota Stadium,2020-09-12,FC Dallas,2,1,Houston Dynamo,FC Dallas
2020,Regular Season,Subaru Park,2020-09-12,Philadelphia,2,1,New England,Philadelphia
2020,Regular Season,BC Place,2020-09-13,Vancouver,2,4,Montreal Impact,Montreal Impact
2020,Regular Season,Avaya Stadium,2020-09-13,San Jose,0,0,LA Galaxy,
2020,Regular Season,Children's Mercy Park,2020-09-13,Sporting KC,1,0,Minnesota Utd,Sporting KC
2020,Regular Season,Banc of California Stadium,2020-09-13,Los Angeles FC,4,2,Portland Timbers,Los Angeles FC
2020,Regular Season,Toyota Stadium,2020-09-16,FC Dallas,4,1,Colorado Rapids,FC Dallas
2020,Regular Season,BC Place,2020-09-16,Vancouver,3,1,Montreal Impact,Vancouver
2020,Regular Season,Avaya Stadium,2020-09-16,San Jose,1,1,Portland Timbers,
2020,Regular Season,CenturyLink Field,2020-09-18,Seattle,3,0,Los Angeles FC,Seattle
2020,Regular Season,Avaya Stadium,2020-09-19,San Jose,1,6,Portland Timbers,Portland Timbers
2020,Regular Season,Audi Field,2020-09-19,D.C. United,2,2,Toronto FC,
2020,Regular Season,BBVA Compass Stadium,2020-09-19,Houston Dynamo,2,2,Minnesota Utd,
2020,Regular Season,Dignity Health Sports Park,2020-09-19,LA Galaxy,0,2,Colorado Rapids,Colorado Rapids
2020,Regular Season,Red Bull Arena,2020-09-19,NY Red Bulls,0,1,FC Cincinnati,FC Cincinnati
2020,Regular Season,Rio Tinto Stadium,2020-09-19,Real Salt Lake,1,2,Vancouver,Vancouver
2020,Regular Season,Children's Mercy Park,2020-09-19,Sporting KC,2,3,FC Dallas,FC Dallas
2020,Regular Season,Exploria Stadium,2020-09-19,Orlando City,4,1,Chicago Fire,Orlando City
2020,Regular Season,Mercedes-Benz Stadium,2020-09-19,Atlanta Utd,1,2,Inter Miami,Inter Miami
2020,Regular Season,Gillette Stadium,2020-09-19,New England,0,0,NYCFC,
2020,Regular Season,MAPFRE Stadium,2020-09-19,Columbus Crew,2,0,Nashville,Columbus Crew
2020,Regular Season,Red Bull Arena,2020-09-20,Montreal Impact,1,4,Philadelphia,Philadelphia
2020,Regular Season,Dick's Sporting Goods Park,2020-09-23,Colorado Rapids,5,0,San Jose,Colorado Rapids
2020,Regular Season,Lockhart Stadium,2020-09-23,Inter Miami,1,4,NY Red Bulls,NY Red Bulls
2020,Regular Season,Nippert Stadium,2020-09-23,FC Cincinnati,0,0,Philadelphia,
2020,Regular Season,Providence Park,2020-09-23,Portland Timbers,1,0,Seattle,Portland Timbers
2020,Regular Season,MAPFRE Stadium,2020-09-23,Columbus Crew,2,1,Minnesota Utd,Columbus Crew
2020,Regular Season,Banc of California Stadium,2020-09-23,Los Angeles FC,6,0,Vancouver,Los Angeles FC
2020,Regular Season,Nissan Stadium,2020-09-23,Nashville,1,0,D.C. United,Nashville
2020,Regular Season,Soldier Field,2020-09-23,Chicago Fire,4,0,Houston Dynamo,Chicago Fire
2020,Regular Season,Gillette Stadium,2020-09-23,New England,3,1,Montreal Impact,New England
2020,Regular Season,Red Bull Arena,2020-09-23,NYCFC,0,1,Toronto FC,Toronto FC
2020,Regular Season,Children's Mercy Park,2020-09-23,Sporting KC,1,2,Orlando City,Orlando City
2020,Regular Season,Rio Tinto Stadium,2020-09-23,Real Salt Lake,2,0,LA Galaxy,Real Salt Lake
2020,Regular Season,Mercedes-Benz Stadium,2020-09-23,Atlanta Utd,1,0,FC Dallas,Atlanta Utd
2020,Regular Season,Red Bull Arena,2020-09-26,NYCFC,4,0,FC Cincinnati,NYCFC
2020,Regular Season,Nissan Stadium,2020-09-26,Nashville,1,1,Houston Dynamo,
2020,Regular Season,Pratt & Whitney Stadium at Rentschler Fi...,2020-09-27,Toronto FC,3,1,Columbus Crew,Toronto FC
2020,Regular Season,Allianz Field,2020-09-27,Minnesota Utd,0,0,Real Salt Lake,
2020,Regular Season,Soldier Field,2020-09-27,Chicago Fire,2,0,Atlanta Utd,Chicago Fire
2020,Regular Season,Red Bull Arena,2020-09-27,NY Red Bulls,4,1,Montreal Impact,NY Red Bulls
2020,Regular Season,Subaru Park,2020-09-27,Philadelphia,3,0,Inter Miami,Philadelphia
2020,Regular Season,Dignity Health Sports Park,2020-09-27,LA Galaxy,1,3,Seattle,Seattle
2020,Regular Season,Toyota Stadium,2020-09-27,FC Dallas,0,0,Orlando City,
2020,Regular Season,Providence Park,2020-09-27,Vancouver,0,1,Portland Timbers,Portland Timbers
2020,Regular Season,Audi Field,2020-09-27,D.C. United,0,2,New England,New England
2020,Regular Season,Banc of California Stadium,2020-09-27,Los Angeles FC,1,2,San Jose,San Jose
2020,Regular Season,CenturyLink Field,2020-10-03,Seattle,3,1,Vancouver,Seattle
2020,Regular Season,Exploria Stadium,2020-10-03,Orlando City,3,1,NY Red Bulls,Orlando City
2020,Regular Season,Pratt & Whitney Stadium at Rentschler Fi...,2020-10-03,Toronto FC,2,1,Philadelphia,Toronto FC
2020,Regular Season,Avaya Stadium,2020-10-03,San Jose,2,1,LA Galaxy,San Jose
2020,Regular Season,BBVA Compass Stadium,2020-10-03,Houston Dynamo,1,2,Sporting KC,Sporting KC
2020,Regular Season,Lockhart Stadium,2020-10-03,Inter Miami,2,3,NYCFC,NYCFC
2020,Regular Season,Allianz Field,2020-10-03,Minnesota Utd,2,0,FC Cincinnati,Minnesota Utd
2020,Regular Season,Gillette Stadium,2020-10-03,New England,0,0,Nashville,
2020,Regular Season,Red Bull Arena,2020-10-03,Montreal Impact,2,2,Chicago Fire,
2020,Regular Season,Toyota Stadium,2020-10-03,FC Dallas,2,2,Columbus Crew,
2020,Regular Season,Audi Field,2020-10-03,D.C. United,0,4,Atlanta Utd,Atlanta Utd
2020,Regular Season,Rio Tinto Stadium,2020-10-04,Real Salt Lake,1,3,Los Angeles FC,Los Angeles FC
2020,Regular Season,Nissan Stadium,2020-10-06,Nashville,0,0,Minnesota Utd,
2020,Regular Season,MAPFRE Stadium,2020-10-07,Columbus Crew,1,2,Montreal Impact,Montreal Impact
2020,Regular Season,CenturyLink Field,2020-10-07,Seattle,2,1,Real Salt Lake,Seattle
2020,Regular Season,Children's Mercy Park,2020-10-07,Sporting KC,1,0,Chicago Fire,Sporting KC
2020,Regular Season,BBVA Compass Stadium,2020-10-07,Houston Dynamo,2,0,FC Dallas,Houston Dynamo
2020,Regular Season,Red Bull Arena,2020-10-07,NY Red Bulls,1,2,Inter Miami,Inter Miami
2020,Regular Season,Red Bull Arena,2020-10-07,NYCFC,4,1,D.C. United,NYCFC
2020,Regular Season,Avaya Stadium,2020-10-07,San Jose,3,0,Vancouver,San Jose
2020,Regular Season,Subaru Park,2020-10-07,Philadelphia,3,0,FC Cincinnati,Philadelphia
2020,Regular Season,Gillette Stadium,2020-10-07,New England,0,1,Toronto FC,Toronto FC
2020,Regular Season,Mercedes-Benz Stadium,2020-10-07,Atlanta Utd,0,0,Orlando City,
2020,Regular Season,Dignity Health Sports Park,2020-10-07,LA Galaxy,3,6,Portland Timbers,Portland Timbers
2020,Regular Season,Providence Park,2020-10-10,Vancouver,2,1,Real Salt Lake,Vancouver
2020,Regular Season,Lockhart Stadium,2020-10-10,Inter Miami,1,0,Houston Dynamo,Inter Miami
2020,Regular Season,Mercedes-Benz Stadium,2020-10-10,Atlanta Utd,0,1,NY Red Bulls,NY Red Bulls
2020,Regular Season,Children's Mercy Park,2020-10-11,Sporting KC,2,1,Nashville,Sporting KC
2020,Regular Season,Banc of California Stadium,2020-10-11,Los Angeles FC,3,1,Seattle,Los Angeles FC
2020,Regular Season,Subaru Park,2020-10-11,Philadelphia,2,1,Montreal Impact,Philadelphia
2020,Regular Season,Nippert Stadium,2020-10-11,FC Cincinnati,0,1,Toronto FC,Toronto FC
2020,Regular Season,Red Bull Arena,2020-10-11,NYCFC,1,2,New England,New England
2020,Regular Season,Soldier Field,2020-10-11,Chicago Fire,2,1,D.C. United,Chicago Fire
2020,Regular Season,Providence Park,2020-10-11,Portland Timbers,3,0,San Jose,Portland Timbers
2020,Regular Season,Dignity Health Sports Park,2020-10-14,LA Galaxy,0,4,San Jose,San Jose
2020,Regular Season,Providence Park,2020-10-14,Vancouver,2,1,Los Angeles FC,Vancouver
2020,Regular Season,Nippert Stadium,2020-10-14,FC Cincinnati,2,1,Columbus Crew,FC Cincinnati
2020,Regular Season,Red Bull Arena,2020-10-14,Montreal Impact,2,3,New England,New England
2020,Regular Season,Audi Field,2020-10-14,D.C. United,2,2,Philadelphia,
2020,Regular Season,Rio Tinto Stadium,2020-10-14,Real Salt Lake,2,1,Portland Timbers,Real Salt Lake
2020,Regular Season,Toyota Stadium,2020-10-14,FC Dallas,1,0,Sporting KC,FC Dallas
2020,Regular Season,Pratt & Whitney Stadium at Rentschler Fi...,2020-10-14,Toronto FC,1,1,NY Red Bulls,
2020,Regular Season,Exploria Stadium,2020-10-14,Orlando City,1,1,NYCFC,
2020,Regular Season,Lockhart Stadium,2020-10-14,Inter Miami,1,1,Atlanta Utd,
2020,Regular Season,BBVA Compass Stadium,2020-10-14,Houston Dynamo,1,3,Nashville,Nashville
2020,Regular Season,Red Bull Arena,2020-10-17,Montreal Impact,2,1,Inter Miami,Montreal Impact
2020,Regular Season,Soldier Field,2020-10-17,Chicago Fire,2,2,Sporting KC,
2020,Regular Season,Red Bull Arena,2020-10-18,NY Red Bulls,1,1,Orlando City,
2020,Regular Season,Providence Park,2020-10-18,Portland Timbers,1,1,Los Angeles FC,
2020,Regular Season,Dignity Health Sports Park,2020-10-18,LA Galaxy,1,0,Vancouver,LA Galaxy
2020,Regular Season,Pratt & Whitney Stadium at Rentschler Fi...,2020-10-18,Toronto FC,1,0,Atlanta Utd,Toronto FC
2020,Regular Season,MAPFRE Stadium,2020-10-18,Columbus Crew,3,1,NYCFC,Columbus Crew
2020,Regular Season,Avaya Stadium,2020-10-18,San Jose,0,0,Seattle,
