Season,Round,Venue,Date,Home,GHome,GAway,Away,Winner
2020,Regular Season,Allianz Field,2020-10-18,Minnesota Utd,2,2,Houston Dynamo,
2020,Regular Season,Nippert Stadium,2020-10-18,FC Cincinnati,1,2,D.C. United,D.C. United
2020,Regular Season,Gillette Stadium,2020-10-19,New England,1,2,Philadelphia,Philadelphia
2020,Regular Season,Nissan Stadium,2020-10-20,Nashville,3,0,FC Dallas,Nashville
2020,Regular Season,CenturyLink Field,2020-10-22,Seattle,1,1,Portland Timbers,
2020,Regular Season,Nissan Stadium,2020-10-23,Nashville,1,1,New England,
2020,Regular Season,Soldier Field,2020-10-24,Chicago Fire,2,2,NY Red Bulls,
2020,Regular Season,Red Bull Arena,2020-10-24,NYCFC,3,1,Montreal Impact,NYCFC
2020,Regular Season,Nippert Stadium,2020-10-24,FC Cincinnati,0,1,Minnesota Utd,Minnesota Utd
2020,Regular Season,Children's Mercy Park,2020-10-24,Sporting KC,4,0,Colorado Rapids,Sporting KC
2020,Regular Season,Mercedes-Benz Stadium,2020-10-24,Atlanta Utd,1,2,D.C. United,D.C. United
2020,Regular Season,Rio Tinto Stadium,2020-10-24,Real Salt Lake,0,0,FC Dallas,
2020,Regular Season,Subaru Park,2020-10-24,Philadelphia,5,0,Toronto FC,Philadelphia
2020,Regular Season,Providence Park,2020-10-24,Vancouver,2,1,San Jose,Vancouver
2020,Regular Season,Lockhart Stadium,2020-10-24,Inter Miami,2,1,Orlando City,Inter Miami
2020,Regular Season,BBVA Compass Stadium,2020-10-24,Houston Dynamo,1,1,Columbus Crew,
2020,Regular Season,Banc of California Stadium,2020-10-25,Los Angeles FC,2,0,LA Galaxy,Los Angeles FC
2020,Regular Season,Providence Park,2020-10-27,Vancouver,0,2,Seattle,Seattle
2020,Regular Season,Red Bull Arena,2020-10-27,Montreal Impact,0,1,Nashville,Nashville
2020,Regular Season,Avaya Stadium,2020-10-28,San Jose,2,0,Real Salt Lake,San Jose
2020,Regular Season,Nippert Stadium,2020-10-28,FC Cincinnati,0,1,Sporting KC,Sporting KC
2020,Regular Season,Exploria Stadium,2020-10-28,Orlando City,4,1,Atlanta Utd,Orlando City
2020,Regular Season,Allianz Field,2020-10-28,Minnesota Utd,2,1,Colorado Rapids,Minnesota Utd
2020,Regular Season,Pratt & Whitney Stadium at Rentschler Fi...,2020-10-28,Toronto FC,0,1,NYCFC,NYCFC
2020,Regular Season,Subaru Park,2020-10-28,Philadelphia,2,1,Chicago Fire,Philadelphia
2020,Regular Season,Providence Park,2020-10-28,Portland Timbers,5,2,LA Galaxy,Portland Timbers
2020,Regular Season,Audi Field,2020-10-28,D.C. United,1,0,Columbus Crew,D.C. United
2020,Regular Season,Toyota Stadium,2020-10-28,FC Dallas,2,1,Inter Miami,FC Dallas
2020,Regular Season,Banc of California Stadium,2020-10-28,Los Angeles FC,2,1,Houston Dynamo,Los Angeles FC
2020,Regular Season,Red Bull Arena,2020-10-28,NY Red Bulls,1,0,New England,NY Red Bulls
2020,Regular Season,Nissan Stadium,2020-10-31,Nashville,1,1,Chicago Fire,
2020,Regular Season,Toyota Stadium,2020-10-31,FC Dallas,3,0,Houston Dynamo,FC Dallas
2020,Regular Season,Red Bull Arena,2020-11-01,Montreal Impact,0,1,Orlando City,Orlando City
2020,Regular Season,Providence Park,2020-11-01,Portland Timbers,1,0,Vancouver,Portland Timbers
2020,Regular Season,Gillette Stadium,2020-11-01,New England,4,3,D.C. United,New England
2020,Regular Season,Mercedes-Benz Stadium,2020-11-01,Atlanta Utd,2,0,FC Cincinnati,Atlanta Utd
2020,Regular Season,MAPFRE Stadium,2020-11-01,Columbus Crew,2,1,Philadelphia,Columbus Crew
2020,Regular Season,Pratt & Whitney Stadium at Rentschler Fi...,2020-11-01,Toronto FC,2,1,Inter Miami,Toronto FC
2020,Regular Season,Dignity Health Sports Park,2020-11-01,LA Galaxy,2,1,Real Salt Lake,LA Galaxy
2020,Regular Season,Red Bull Arena,2020-11-01,NYCFC,5,2,NY Red Bulls,NYCFC
2020,Regular Season,Dick's Sporting Goods Park,2020-11-01,Colorado Rapids,3,1,Seattle,Colorado Rapids
2020,Regular Season,Nissan Stadium,2020-11-04,Nashville,0,1,FC Dallas,FC Dallas
2020,Regular Season,Dignity Health Sports Park,2020-11-04,LA Galaxy,1,1,Seattle,
2020,Regular Season,Avaya Stadium,2020-11-04,San Jose,3,2,Los Angeles FC,San Jose
2020,Regular Season,Allianz Field,2020-11-04,Minnesota Utd,2,2,Chicago Fire,
2020,Regular Season,Exploria Stadium,2020-11-04,Orlando City,2,1,Columbus Crew,Orlando City
2020,Regular Season,Providence Park,2020-11-04,Portland Timbers,0,1,Colorado Rapids,Colorado Rapids
2020,Regular Season,Subaru Park,2020-11-08,Philadelphia,2,0,New England,Philadelphia
2020,Regular Season,Banc of California Stadium,2020-11-08,Los Angeles FC,1,1,Portland Timbers,
2020,Regular Season,Red Bull Arena,2020-11-08,NY Red Bulls,2,1,Toronto FC,NY Red Bulls
2020,Regular Season,BBVA Compass Stadium,2020-11-08,Houston Dynamo,1,2,Colorado Rapids,Colorado Rapids
2020,Regular Season,Lockhart Stadium,2020-11-08,Inter Miami,2,1,FC Cincinnati,Inter Miami
2020,Regular Season,Providence Park,2020-11-08,Vancouver,3,0,LA Galaxy,Vancouver
2020,Regular Season,Exploria Stadium,2020-11-08,Orlando City,2,3,Nashville,Nashville
2020,Regular Season,CenturyLink Field,2020-11-08,Seattle,4,1,San Jose,Seattle
2020,Regular Season,Audi Field,2020-11-08,D.C. United,2,3,Montreal Impact,Montreal Impact
2020,Regular Season,Allianz Field,2020-11-08,Minnesota Utd,3,0,FC Dallas,Minnesota Utd
2020,Regular Season,Rio Tinto Stadium,2020-11-08,Real Salt Lake,0,2,Sporting KC,Sporting KC
2020,Regular Season,MAPFRE Stadium,2020-11-08,Columbus Crew,2,1,Atlanta Utd,Columbus Crew
2020,Regular Season,Soldier Field,2020-11-08,Chicago Fire,3,4,NYCFC,NYCFC
2020,Play-In Round,Gillette Stadium,2020-11-20,New England,2,1,Montreal Impact,New England
2020,Play-In Round,Nissan Stadium,2020-11-20,Nashville,3,0,Inter Miami,Nashville
2020,First Round,Exploria Stadium,2020-11-21,Orlando City,1,1,NYCFC,Orlando City
2020,First Round,MAPFRE Stadium,2020-11-21,Columbus Crew,3,2,NY Red Bulls,Columbus Crew
2020,First Round,Children's Mercy Park,2020-11-22,Sporting KC,3,3,San Jose,Sporting KC
2020,First Round,Providence Park,2020-11-22,Portland Timbers,1,1,FC Dallas,FC Dallas
2020,First Round,Allianz Field,2020-11-22,Minnesota Utd,3,0,Colorado Rapids,Minnesota Utd
2020,First Round,Subaru Park,2020-11-24,Philadelphia,0,2,New England,New England
2020,First Round,Pratt & Whitney Stadium at Rentschler Fi...,2020-11-24,Toronto FC,0,1,Nashville,Nashville
2020,First Round,CenturyLink Field,2020-11-24,Seattle,3,1,Los Angeles FC,Seattle
2020,Conference Semifinals,Exploria Stadium,2020-11-29,Orlando City,1,3,New England,New England
2020,Conference Semifinals,MAPFRE Stadium,2020-11-29,Columbus Crew,2,0,Nashville,Columbus Crew
2020,Conference Semifinals,CenturyLink Field,2020-12-01,Seattle,1,0,FC Dallas,Seattle
2020,Conference Semifinals,Children's Mercy Park,2020-12-03,Sporting KC,0,3,Minnesota Utd,Minnesota Utd
2020,Conference Finals,MAPFRE Stadium,2020-12-06,Columbus Crew,1,0,New England,Columbus Crew
2020,Conference Finals,CenturyLink Field,2020-12-07,Seattle,3,2,Minnesota Utd,Seattle
2020,MLS Cup 2020,MAPFRE Stadium,2020-12-12,Columbus Crew,3,0,Seattle,Columbus Crew
2021,Regular Season,CenturyLink Field,2021-04-16,Seattle,4,0,Minnesota Utd,Seattle
2021,Regular Season,BBVA Compass Stadium,2021-04-16,Houston Dynamo,2,1,San Jose,Houston Dynamo
2021,Regular Season,Red Bull Arena,2021-04-17,NY Red Bulls,1,2,Sporting KC,Sporting KC
2021,Regular Season,Toyota Stadium,2021-04-17,FC Dallas,0,0,Colorado Rapids,
2021,Regular Season,Soldier Field,2021-04-17,Chicago Fire,2,2,New England,
2021,Regular Season,Nissan Stadium,2021-04-17,Nashville,2,2,FC Cincinnati,
2021,Regular Season,Lockhart Stadium,2021-04-17,CF Montréal,4,2,Toronto FC,CF Montréal
2021,Regular Season,Exploria Stadium,2021-04-17,Orlando City,0,0,Atlanta Utd,
2021,Regular Season,Audi Field,2021-04-17,D.C. United,2,1,NYCFC,D.C. United
2021,Regular Season,Banc of California Stadium,2021-04-17,Los Angeles FC,2,0,Austin FC,Los Angeles FC
2021,Regular Season,MAPFRE Stadium,2021-04-18,Columbus Crew,0,0,Philadelphia,
2021,Regular Season,Lockhart Stadium,2021-04-18,Inter Miami,2,3,LA Galaxy,LA Galaxy
2021,Regular Season,Rio Tinto Stadium,2021-04-18,Vancouver,1,0,Portland Timbers,Vancouver
2021,Regular Season,Children's Mercy Park,2021-04-23,Sporting KC,1,1,Orlando City,
2021,Regular Season,Dick's Sporting Goods Park,2021-04-24,Colorado Rapids,1,3,Austin FC,Austin FC
2021,Regular Season,Allianz Field,2021-04-24,Minnesota Utd,1,2,Real Salt Lake,Real Salt Lake
2021,Regular Season,Yankee Stadium,2021-04-24,NYCFC,5,0,FC Cincinnati,NYCFC
2021,Regular Season,Providence Park,2021-04-24,Portland Timbers,2,1,Houston Dynamo,Portland Timbers
2021,Regular Season,Gillette Stadium,2021-04-24,New England,1,0,D.C. United,New England
2021,Regular Season,Subaru Park,2021-04-24,Philadelphia,1,2,Inter Miami,Inter Miami
2021,Regular Season,Mercedes-Benz Stadium,2021-04-24,Atlanta Utd,3,1,Chicago Fire,Atlanta Utd
2021,Regular Season,Nissan Stadium,2021-04-24,Nashville,2,2,CF Montréal,
2021,Regular Season,Avaya Stadium,2021-04-24,San Jose,3,1,FC Dallas,San Jose
2021,Regular Season,Exploria Stadium,2021-04-24,Toronto FC,2,2,Vancouver,
2021,Regular Season,Banc of California Stadium,2021-04-24,Los Angeles FC,1,1,Seattle,
2021,Regular Season,Dignity Health Sports Park,2021-04-25,LA Galaxy,3,2,NY Red Bulls,LA Galaxy
2021,Regular Season,Exploria Stadium,2021-05-01,Orlando City,3,0,FC Cincinnati,Orlando City
2021,Regular Season,Lockhart Stadium,2021-05-01,CF Montréal,0,0,Columbus Crew,
2021,Regular Season,Rio Tinto Stadium,2021-05-01,Real Salt Lake,3,1,Sporting KC,Real Salt Lake
2021,Regular Season,Red Bull Arena,2021-05-01,NY Red Bulls,2,0,Chicago Fire,NY Red Bulls
2021,Regular Season,Gillette Stadium,2021-05-01,New England,2,1,Atlanta Utd,New England
2021,Regular Season,Subaru Park,2021-05-01,Philadelphia,0,2,NYCFC,NYCFC
2021,Regular Season,Avaya Stadium,2021-05-01,San Jose,4,1,D.C. United,San Jose
2021,Regular Season,Allianz Field,2021-05-01,Minnesota Utd,0,1,Austin FC,Austin FC
2021,Regular Season,BBVA Compass Stadium,2021-05-01,Houston Dynamo,1,1,Los Angeles FC,
2021,Regular Season,Toyota Stadium,2021-05-01,FC Dallas,4,1,Portland Timbers,FC Dallas
2021,Regular Season,Rio Tinto Stadium,2021-05-02,Vancouver,0,1,Colorado Rapids,Colorado Rapids
2021,Regular Season,Nissan Stadium,2021-05-02,Nashville,0,0,Inter Miami,
2021,Regular Season,CenturyLink Field,2021-05-02,Seattle,3,0,LA Galaxy,Seattle
2021,Regular Season,Rio Tinto Stadium,2021-05-07,Real Salt Lake,1,2,San Jose,San Jose
2021,Regular Season,Dignity Health Sports Park,2021-05-08,LA Galaxy,2,1,Los Angeles FC,LA Galaxy
2021,Regular Season,MAPFRE Stadium,2021-05-08,Columbus Crew,3,1,D.C. United,Columbus Crew
2021,Regular Season,Soldier Field,2021-05-08,Chicago Fire,0,2,Philadelphia,Philadelphia
2021,Regular Season,Rio Tinto Stadium,2021-05-08,Vancouver,2,0,CF Montréal,Vancouver
2021,Regular Season,Red Bull Arena,2021-05-08,NY Red Bulls,2,0,Toronto FC,NY Red Bulls
2021,Regular Season,Exploria Stadium,2021-05-08,Orlando City,1,1,NYCFC,
2021,Regular Season,Toyota Stadium,2021-05-08,FC Dallas,1,1,Houston Dynamo,
2021,Regular Season,Dick's Sporting Goods Park,2021-05-08,Colorado Rapids,3,2,Minnesota Utd,Colorado Rapids
2021,Regular Season,Nissan Stadium,2021-05-08,Nashville,2,0,New England,Nashville
2021,Regular Season,Lockhart Stadium,2021-05-09,Inter Miami,1,1,Atlanta Utd,
2021,Regular Season,Children's Mercy Park,2021-05-09,Sporting KC,2,1,Austin FC,Sporting KC
2021,Regular Season,Providence Park,2021-05-09,Portland Timbers,1,2,Seattle,Seattle
2021,Regular Season,BBVA Compass Stadium,2021-05-12,Houston Dynamo,1,0,Sporting KC,Houston Dynamo
2021,Regular Season,Avaya Stadium,2021-05-12,San Jose,0,1,Seattle,Seattle
2021,Regular Season,Subaru Park,2021-05-12,Philadelphia,1,1,New England,
2021,Regular Season,Allianz Field,2021-05-12,Minnesota Utd,1,0,Vancouver,Minnesota Utd
2021,Regular Season,Exploria Stadium,2021-05-12,Toronto FC,2,0,Columbus Crew,Toronto FC
2021,Regular Season,Lockhart Stadium,2021-05-12,Inter Miami,0,2,CF Montréal,CF Montréal
2021,Regular Season,Audi Field,2021-05-13,D.C. United,1,0,Chicago Fire,D.C. United
2021,Regular Season,Mercedes-Benz Stadium,2021-05-15,Atlanta Utd,1,0,CF Montréal,Atlanta Utd
2021,Regular Season,Rio Tinto Stadium,2021-05-15,Real Salt Lake,0,0,Nashville,
2021,Regular Season,Allianz Field,2021-05-15,Minnesota Utd,1,0,FC Dallas,Minnesota Utd
2021,Regular Season,Dick's Sporting Goods Park,2021-05-15,Colorado Rapids,3,1,Houston Dynamo,Colorado Rapids
2021,Regular Season,Avaya Stadium,2021-05-15,San Jose,0,2,Portland Timbers,Portland Timbers
2021,Regular Season,Yankee Stadium,2021-05-15,NYCFC,1,1,Toronto FC,
2021,Regular Season,Subaru Park,2021-05-15,Philadelphia,1,0,NY Red Bulls,Philadelphia
2021,Regular Season,Dignity Health Sports Park,2021-05-15,LA Galaxy,2,0,Austin FC,LA Galaxy
2021,Regular Season,CenturyLink Field,2021-05-16,Seattle,2,0,Los Angeles FC,Seattle
2021,Regular Season,Audi Field,2021-05-16,D.C. United,0,1,Orlando City,Orlando City
2021,Regular Season,Gillette Stadium,2021-05-16,New England,1,0,Columbus Crew,New England
2021,Regular Season,West End Stadium,2021-05-16,FC Cincinnati,2,3,Inter Miami,Inter Miami
2021,Regular Season,Children's Mercy Park,2021-05-16,Sporting KC,3,0,Vancouver,Sporting KC
2021,Regular Season,Soldier Field,2021-05-22,Chicago Fire,1,0,Inter Miami,Chicago Fire
2021,Regular Season,Red Bull Arena,2021-05-22,NYCFC,1,2,Columbus Crew,Columbus Crew
2021,Regular Season,Avaya Stadium,2021-05-22,San Jose,1,3,Sporting KC,Sporting KC
2021,Regular Season,Exploria Stadium,2021-05-22,Orlando City,1,0,Toronto FC,Orlando City
2021,Regular Season,Gillette Stadium,2021-05-22,New England,3,1,NY Red Bulls,New England
2021,Regular Season,Toyota Stadium,2021-05-22,FC Dallas,2,2,Real Salt Lake,
2021,Regular Season,Lockhart Stadium,2021-05-22,CF Montréal,1,2,FC Cincinnati,FC Cincinnati
2021,Regular Season,BBVA Compass Stadium,2021-05-22,Houston Dynamo,2,1,Vancouver,Houston Dynamo
2021,Regular Season,Banc of California Stadium,2021-05-22,Los Angeles FC,2,1,Colorado Rapids,Los Angeles FC
2021,Regular Season,Providence Park,2021-05-22,Portland Timbers,3,0,LA Galaxy,Portland Timbers
2021,Regular Season,Nissan Stadium,2021-05-23,Nashville,1,0,Austin FC,Nashville
2021,Regular Season,CenturyLink Field,2021-05-23,Seattle,1,1,Atlanta Utd,
2021,Regular Season,Audi Field,2021-05-23,D.C. United,0,1,Philadelphia,Philadelphia
2021,Regular Season,Mercedes-Benz Stadium,2021-05-29,Atlanta Utd,2,2,Nashville,
2021,Regular Season,West End Stadium,2021-05-29,FC Cincinnati,0,1,New England,New England
2021,Regular Season,Dick's Sporting Goods Park,2021-05-29,Colorado Rapids,3,0,FC Dallas,Colorado Rapids
2021,Regular Season,Children's Mercy Park,2021-05-29,Sporting KC,3,2,Houston Dynamo,Sporting KC
2021,Regular Season,Red Bull Arena,2021-05-29,NY Red Bulls,2,1,Orlando City,NY Red Bulls
2021,Regular Season,Soldier Field,2021-05-29,Chicago Fire,0,1,CF Montréal,CF Montréal
2021,Regular Season,Rio Tinto Stadium,2021-05-29,Real Salt Lake,1,1,Minnesota Utd,
2021,Regular Season,MAPFRE Stadium,2021-05-29,Columbus Crew,2,1,Toronto FC,Columbus Crew
2021,Regular Season,Lockhart Stadium,2021-05-29,Inter Miami,0,3,D.C. United,D.C. United
2021,Regular Season,Dignity Health Sports Park,2021-05-29,LA Galaxy,1,0,San Jose,LA Galaxy
2021,Regular Season,Banc of California Stadium,2021-05-29,Los Angeles FC,1,2,NYCFC,NYCFC
2021,Regular Season,Subaru Park,2021-05-30,Philadelphia,3,0,Portland Timbers,Philadelphia
2021,Regular Season,CenturyLink Field,2021-05-30,Seattle,0,0,Austin FC,
2021,Regular Season,Children's Mercy Park,2021-06-12,Sporting KC,1,1,Austin FC,
2021,Regular Season,Rio Tinto Stadium,2021-06-18,Real Salt Lake,3,1,Vancouver,Real Salt Lake
2021,Regular Season,Red Bull Arena,2021-06-18,NY Red Bulls,2,0,Nashville,NY Red Bulls
2021,Regular Season,Audi Field,2021-06-19,D.C. United,1,0,Inter Miami,D.C. United
2021,Regular Season,Banc of California Stadium,2021-06-19,Los Angeles FC,1,1,Houston Dynamo,
2021,Regular Season,West End Stadium,2021-06-19,FC Cincinnati,0,2,Colorado Rapids,Colorado Rapids
2021,Regular Season,Red Bull Arena,2021-06-19,NYCFC,2,3,New England,New England
2021,Regular Season,Q2 Stadium,2021-06-19,Austin FC,0,0,San Jose,
2021,Regular Season,Providence Park,2021-06-19,Portland Timbers,2,1,Sporting KC,Portland Timbers
2021,Regular Season,Exploria Stadium,2021-06-19,Toronto FC,2,3,Orlando City,Orlando City
2021,Regular Season,MAPFRE Stadium,2021-06-19,Columbus Crew,2,0,Chicago Fire,Columbus Crew
2021,Regular Season,Toyota Stadium,2021-06-19,FC Dallas,1,1,Minnesota Utd,
2021,Regular Season,Dignity Health Sports Park,2021-06-19,LA Galaxy,1,2,Seattle,Seattle
2021,Regular Season,Mercedes-Benz Stadium,2021-06-20,Atlanta Utd,2,2,Philadelphia,
2021,Regular Season,Exploria Stadium,2021-06-22,Orlando City,5,0,San Jose,Orlando City
2021,Regular Season,Banc of California Stadium,2021-06-23,Los Angeles FC,2,0,FC Dallas,Los Angeles FC
2021,Regular Season,Red Bull Arena,2021-06-23,NYCFC,1,0,Atlanta Utd,NYCFC
2021,Regular Season,CenturyLink Field,2021-06-23,Seattle,2,1,Real Salt Lake,Seattle
2021,Regular Season,Subaru Park,2021-06-23,Philadelphia,1,0,Columbus Crew,Philadelphia
2021,Regular Season,Soldier Field,2021-06-23,Chicago Fire,0,1,FC Cincinnati,FC Cincinnati
2021,Regular Season,Lockhart Stadium,2021-06-23,CF Montréal,0,0,D.C. United,
2021,Regular Season,Nissan Stadium,2021-06-23,Nashville,3,2,Toronto FC,Nashville
2021,Regular Season,Rio Tinto Stadium,2021-06-23,Vancouver,1,2,LA Galaxy,LA Galaxy
2021,Regular Season,Allianz Field,2021-06-23,Minnesota Utd,2,0,Austin FC,Minnesota Utd
2021,Regular Season,Children's Mercy Park,2021-06-23,Sporting KC,3,1,Colorado Rapids,Sporting KC
2021,Regular Season,BBVA Compass Stadium,2021-06-23,Houston Dynamo,2,2,Portland Timbers,
2021,Regular Season,Gillette Stadium,2021-06-23,New England,3,2,NY Red Bulls,New England
2021,Regular Season,Lockhart Stadium,2021-06-25,Inter Miami,1,2,Orlando City,Orlando City
2021,Regular Season,Exploria Stadium,2021-06-26,Toronto FC,0,2,FC Cincinnati,FC Cincinnati
2021,Regular Season,Stanford Stadium,2021-06-26,San Jose,1,3,LA Galaxy,LA Galaxy
2021,Regular Season,CenturyLink Field,2021-06-26,Seattle,2,2,Vancouver,
2021,Regular Season,Nissan Stadium,2021-06-26,Nashville,1,1,CF Montréal,
2021,Regular Season,Children's Mercy Park,2021-06-26,Sporting KC,2,1,Los Angeles FC,Sporting KC
2021,Regular Season,Rio Tinto Stadium,2021-06-26,Real Salt Lake,1,1,Houston Dynamo,
2021,Regular Season,Soldier Field,2021-06-26,Chicago Fire,3,3,Philadelphia,
2021,Regular Season,Providence Park,2021-06-26,Portland Timbers,0,1,Minnesota Utd,Minnesota Utd
2021,Regular Season,Q2 Stadium,2021-06-27,Austin FC,0,0,Columbus Crew,
2021,Regular Season,Red Bull Arena,2021-06-27,NYCFC,2,1,D.C. United,NYCFC
2021,Regular Season,Toyota Stadium,2021-06-27,FC Dallas,2,1,New England,FC Dallas
2021,Regular Season,Mercedes-Benz Stadium,2021-06-27,Atlanta Utd,0,0,NY Red Bulls,
2021,Regular Season,Q2 Stadium,2021-07-01,Austin FC,4,1,Portland Timbers,Austin FC
2021,Regular Season,BBVA Compass Stadium,2021-07-03,Houston Dynamo,1,1,FC Cincinnati,
2021,Regular Season,Nissan Stadium,2021-07-03,Nashville,1,0,Philadelphia,Nashville
2021,Regular Season,Red Bull Arena,2021-07-03,CF Montréal,1,0,Inter Miami,CF Montréal
2021,Regular Season,Allianz Field,2021-07-03,Minnesota Utd,2,2,San Jose,
2021,Regular Season,Exploria Stadium,2021-07-03,Orlando City,1,2,NY Red Bulls,NY Red Bulls
2021,Regular Season,Lower.com Field,2021-07-03,Columbus Crew,2,2,New England,
2021,Regular Season,Soldier Field,2021-07-03,Chicago Fire,3,0,Atlanta Utd,Chicago Fire
2021,Regular Season,Audi Field,2021-07-03,D.C. United,7,1,Toronto FC,D.C. United
2021,Regular Season,Rio Tinto Stadium,2021-07-03,Real Salt Lake,0,1,Los Angeles FC,Los Angeles FC
2021,Regular Season,Dignity Health Sports Park,2021-07-04,LA Galaxy,0,2,Sporting KC,Sporting KC
2021,Regular Season,Dick's Sporting Goods Park,2021-07-04,Colorado Rapids,1,1,Seattle,
2021,Regular Season,Toyota Stadium,2021-07-04,FC Dallas,2,2,Vancouver,
2021,Regular Season,Exploria Stadium,2021-07-07,CF Montréal,2,1,NYCFC,CF Montréal
2021,Regular Season,Dignity Health Sports Park,2021-07-07,LA Galaxy,3,1,FC Dallas,LA Galaxy
2021,Regular Season,Rio Tinto Stadium,2021-07-07,Vancouver,0,4,Real Salt Lake,Real Salt Lake
2021,Regular Season,Soldier Field,2021-07-07,Chicago Fire,3,1,Orlando City,Chicago Fire
2021,Regular Season,Dick's Sporting Goods Park,2021-07-07,Colorado Rapids,2,0,Minnesota Utd,Colorado Rapids
2021,Regular Season,Gillette Stadium,2021-07-07,New England,2,3,Toronto FC,Toronto FC
2021,Regular Season,CenturyLink Field,2021-07-07,Seattle,2,0,Houston Dynamo,Seattle
2021,Regular Season,Q2 Stadium,2021-07-07,Austin FC,0,2,Los Angeles FC,Los Angeles FC
2021,Regular Season,Red Bull Arena,2021-07-08,NY Red Bulls,1,1,Philadelphia,
2021,Regular Season,Nissan Stadium,2021-07-08,Nashville,2,2,Atlanta Utd,
